,index,점포명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호
872,2537,GS25 구로미성,서울특별시,구로구,서울특별시 구로구 구로중앙로 228(신도림동),서울특별시 구로구 신도림동 399,37.5061286,126.8766046,02-2635-2025
873,2538,GS25 구로제일,서울특별시,구로구,서울특별시 구로구 구일로4길 33(구로동),서울특별시 구로구 구로동 685-215,37.49209493,126.8758803,02-830-1963
874,2539,GS25 구로현대,서울특별시,구로구,서울특별시 구로구 신도림로19길 16(신도림동),서울특별시 구로구 신도림동 641,37.51158352,126.8846172,02-2675-6088
875,2540,GS25 신도림,서울특별시,구로구,서울특별시 구로구 공원로6가길 52(구로동),서울특별시 구로구 구로동 33-1,37.5036144,126.8901032,02-852-7023
876,2541,GS25 오류행운,서울특별시,구로구,서울특별시 구로구 경인로15길 80-4 (오류동),서울특별시 구로구 오류동 4-1,37.49722671,126.837019,02-2625-0025
877,2542,GS25 구로지벨리몰점,서울특별시,구로구,서울특별시 구로구 디지털로 300(구로동),서울특별시 구로구 구로동 188-25,37.4847468,126.8964988,02-6344-3904
879,2544,GS25 구로사랑,서울특별시,구로구,"서울특별시 구로구 경인로 661(신도림동,154호)",서울특별시 구로구 신도림동 337,37.50904858,126.8869872,02-2069-1049
880,2545,GS25 구로이편한점,서울특별시,구로구,"서울특별시 구로구 신도림로 16, 101호(신도림동, 대림2차)","서울특별시 구로구 신도림동 642, 대림2차)",37.50512273,126.8821933,02-2634-2810
881,2546,GS25 구로경인점,서울특별시,구로구,"서울특별시 구로구 경인로35길 38(개봉동,1층)",서울특별시 구로구 개봉동 149-20,37.49891797,126.8543162,02-2688-1153
882,2547,GS25 구로아울렛,서울특별시,구로구,"서울특별시 구로구 경인로43길 18(고척동,1층)",서울특별시 구로구 고척동 85-20,37.49743159,126.8620618,02-2625-1052
883,2548,GS25 개봉으뜸,서울특별시,구로구,"서울특별시 구로구 경인로40길 41(개봉동,107호)",서울특별시 구로구 개봉동 181-5,37.49502772,126.8590223,02-2066-9123
884,2549,GS25 구로미래,서울특별시,구로구,"서울특별시 구로구 경인로 661(신도림동,1104호)",서울특별시 구로구 신도림동 337,37.50904858,126.8869872,02-2069-1185
885,2550,GS25 고척,서울특별시,구로구,서울특별시 구로구 경인로47길 10(고척동),서울특별시 구로구 고척동 62-98,37.5001115,126.8671606,02-2616-0574
887,2552,CU 마장현대점,서울특별시,성동구,서울특별시 성동구 마장로39길 36,서울특별시 성동구 마장동 768-1번지 안민빌딩 109호,37.5681091,127.0437104,02-2281-0900
